0.803772773,0.5516087658,0.2206435063,0.0315205009,0
0.8281328734,0.5070201266,0.2366093924,0.03380134177,0
0.8053330754,0.5483118811,0.2227517017,0.03426949257,0
0.8000302475,0.5391508189,0.2608794285,0.0347839238,0
0.7909649965,0.5694947975,0.221470199,0.03163859986,0
0.7841749863,0.5663486012,0.2468699031,0.05808703602,0
0.7801093557,0.5766025673,0.2374245865,0.05087669711,0
0.8021849185,0.5454857446,0.2406554756,0.03208739674,0
0.8064236562,0.5315065006,0.2565893451,0.03665562073,0
0.81803119,0.5175299366,0.2504177112,0.01669451408,0
0.8037351881,0.5507074437,0.2232597745,0.02976796993,0
0.7869910029,0.5574519604,0.2623303343,0.03279129179,0
0.8230721776,0.514420111,0.2400627185,0.01714733703,0
0.802512599,0.559892511,0.2052939207,0.0186630837,0
0.8112086464,0.5594542389,0.1678362717,0.02797271194,0
0.7738111103,0.5973278746,0.2036345027,0.05430253405,0
0.794289441,0.5736534852,0.1912178284,0.05883625489,0
0.8032741237,0.5512665555,0.2205066222,0.04725141904,0
0.806828203,0.5378854687,0.2406329728,0.04246464226,0
0.7796488324,0.5809148163,0.2293084801,0.04586169603,0
0.8173378965,0.5146201571,0.2573100785,0.03027177395,0
0.7859185787,0.5701762238,0.2311525231,0.06164067284,0
0.775770746,0.6071249316,0.1686458143,0.03372916287,0
0.8059779151,0.5215151215,0.268659305,0.07901744266,0
0.7761140001,0.5497474167,0.3072117917,0.03233808334,0
0.8264745061,0.4958847037,0.264471842,0.03305898025,0
0.7977820578,0.5424917993,0.2552902585,0.06382256463,0
0.806419649,0.5427824561,0.2326210526,0.03101614035,0
0.8160942667,0.5336000975,0.2197176872,0.03138824103,0
0.7952406381,0.5414404345,0.2707202172,0.03384002715,0
0.8084658442,0.5221341911,0.2694886147,0.03368607684,0
0.8222502813,0.5177131401,0.2284028559,0.06090742825,0
0.7657831085,0.6037905278,0.2208989736,0.01472659824,0
0.7786744728,0.5946241429,0.1982080476,0.02831543538,0
0.81803119,0.5175299366,0.2504177112,0.01669451408,0
0.8251229525,0.5280786896,0.1980295086,0.0330049181,0
0.826997544,0.5262711644,0.1954721468,0.03007263796,0
0.81803119,0.5175299366,0.2504177112,0.01669451408,0
